race,age,engnat,gender,hand,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10
3,37,2,1,1,2,4,3,4,2,2,2,4,2,4
3,26,1,2,1,3,2,5,3,5,2,4,4,5,2
3,15,1,1,3,1,2,3,3,4,2,2,4,1,3
3,27,1,1,1,2,2,3,3,5,2,5,3,4,3
1,57,1,2,1,1,3,3,5,3,3,1,5,1,5
11,23,2,1,1,3,2,4,2,3,1,2,2,4,4
11,19,2,2,1,3,4,4,3,3,4,3,3,4,5
3,15,1,2,2,2,3,2,4,2,2,2,3,4,5
11,19,2,2,1,3,4,4,3,4,4,3,3,4,4
3,16,1,1,1,4,3,5,2,5,1,4,1,4,3
3,23,2,1,1,2,4,3,4,1,3,1,2,5,5
13,17,1,2,1,2,1,4,2,4,2,3,3,2,4
11,20,2,1,1,1,2,2,3,2,3,3,5,1,5
13,23,1,2,1,3,3,4,3,4,3,4,5,3,5
11,38,2,2,1,2,4,5,4,2,2,1,1,4,5
4,24,2,2,1,5,2,3,1,4,2,2,3,4,5
3,21,2,1,1,2,5,3,4,4,2,2,2,4,5
3,37,1,2,2,1,3,1,5,1,3,1,5,1,5
4,18,2,1,1,3,3,5,3,5,3,4,3,5,1
4,32,2,1,1,3,1,3,3,5,3,5,2,5,2
3,31,2,2,1,2,4,3,4,3,3,3,5,2,5
13,23,1,2,1,2,3,3,4,3,3,3,4,2,5
3,37,2,2,1,1,1,1,1,1,1,1,1,1,1
13,21,2,1,1,3,4,5,3,5,3,2,4,4,4
3,20,2,2,1,1,5,2,5,2,2,1,5,1,4
0,17,2,1,1,1,4,3,4,1,4,1,4,1,4
3,17,1,3,2,2,3,3,3,4,1,2,4,2,4
11,43,2,0,1,1,1,5,1,5,1,1,5,5,1
3,53,1,2,1,4,1,5,2,5,1,5,2,4,2
13,30,2,1,1,3,2,4,2,4,2,3,4,5,3
11,15,2,2,1,2,5,1,4,1,5,1,5,1,5
4,20,1,2,1,1,4,1,3,2,2,1,4,4,5
13,23,1,2,1,3,5,3,5,2,5,1,2,2,5
3,54,1,2,1,5,1,5,1,5,1,5,1,5,1
3,21,1,2,1,4,4,3,4,3,4,4,4,2,5
3,33,1,1,1,1,3,1,4,2,4,1,5,1,5
13,15,2,2,1,1,5,3,3,1,4,1,3,1,2
11,1995,2,2,1,1,3,3,4,3,1,1,4,1,4
3,34,1,2,2,3,1,4,3,5,1,4,3,3,3
3,30,1,2,1,2,3,3,3,1,1,1,4,3,4
11,18,2,2,1,1,5,2,5,2,2,1,5,4,5
3,56,1,2,1,4,1,5,1,5,1,5,2,4,2
3,18,1,2,1,1,5,4,4,4,4,4,5,2,5
8,29,1,1,1,2,3,4,2,3,3,3,3,3,3
3,19,1,2,1,2,4,4,4,4,4,2,4,2,4
3,17,1,1,1,2,2,4,2,5,2,5,3,4,3
3,16,1,1,1,2,3,2,4,1,4,3,3,4,5
3,52,1,1,2,2,4,4,3,3,2,2,3,2,4
5,18,1,2,1,2,2,3,4,3,3,1,2,2,5
4,26,2,1,1,3,3,3,3,3,3,3,3,4,4
5,21,1,2,1,1,4,2,5,1,4,1,5,1,5
3,28,1,1,1,4,2,3,3,5,1,3,3,3,3
4,30,2,2,1,3,3,3,3,3,4,2,2,4,3
3,17,2,1,1,1,2,3,5,4,2,1,5,1,2
1,16,1,1,1,1,4,1,4,2,4,1,5,1,4
4,23,2,2,1,4,1,5,1,5,1,5,1,5,5
3,52,1,1,1,2,3,3,4,4,2,3,4,4,4
3,57,1,1,1,2,2,4,3,2,3,2,4,2,4
5,26,2,1,1,4,4,5,2,5,3,5,5,2,2
11,21,2,1,1,1,2,3,4,4,3,2,2,3,4
3,35,1,2,1,1,4,4,4,3,1,1,5,1,4
3,32,1,1,1,4,1,5,1,5,1,5,4,2,1
11,18,2,2,1,1,5,3,4,3,3,1,5,1,4
11,18,1,2,1,5,3,3,5,3,3,3,3,3,3
3,21,1,2,1,1,3,2,4,2,3,1,5,2,5
3,19,2,2,1,3,3,3,3,3,3,3,3,3,3
3,23,1,1,1,1,2,2,2,2,2,1,1,5,4
3,47,1,2,1,4,1,5,1,5,1,5,3,5,1
3,24,2,2,1,4,3,3,3,4,2,5,2,4,2
5,21,2,2,1,1,5,2,4,1,5,1,5,1,5
3,15,1,1,2,2,3,4,4,3,2,4,3,4,5
3,56,1,2,1,2,2,2,3,3,2,2,3,1,3
3,26,2,2,1,1,3,3,4,4,4,4,4,2,3
3,32,2,2,1,1,5,2,5,1,4,1,5,1,5
3,24,2,2,1,1,3,3,4,3,4,3,3,3,5
12,20,1,2,1,3,1,4,3,5,1,4,4,2,4
13,19,2,2,1,1,4,5,2,4,3,1,2,1,5
3,19,1,2,1,2,4,2,3,4,2,1,2,4,5
13,35,2,1,1,1,4,1,4,4,4,2,4,4,5
3,54,1,1,2,2,4,4,3,4,2,3,2,5,4
3,20,2,1,1,1,4,3,3,4,3,2,3,3,3
3,18,2,2,1,1,2,1,4,1,2,1,4,1,5
1,14,1,2,1,1,5,1,5,1,4,1,5,1,5
3,18,1,1,2,4,4,4,4,4,3,4,3,3,3
4,20,2,2,1,3,3,3,3,4,2,2,3,3,5
11,31,2,2,1,1,2,3,3,2,4,1,5,1,5
1,16,2,2,2,2,4,2,4,2,5,2,4,3,4
3,16,2,2,1,1,4,1,5,1,2,1,3,3,5
3,24,1,1,2,1,5,4,5,2,4,1,4,2,5
3,42,1,1,2,2,5,2,4,2,1,1,4,3,5
13,55,1,1,1,5,1,5,1,5,1,5,1,5,1
1,18,2,3,1,1,2,1,3,2,2,1,3,3,5
3,22,2,2,1,3,4,3,4,1,2,2,2,4,5
3,19,2,2,1,2,5,3,4,3,4,2,4,2,4
3,54,1,1,1,2,4,4,4,3,3,2,4,3,4
4,29,1,1,1,1,4,2,4,2,3,2,4,2,4
3,68,1,1,2,1,4,2,5,1,4,1,5,1,5
3,16,1,2,3,3,5,2,5,2,5,1,5,1,4
4,16,2,2,1,4,4,2,2,1,2,2,3,5,5
3,15,1,2,1,3,2,5,1,4,2,3,3,2,5
13,20,1,2,1,3,4,3,4,3,2,3,2,2,4
3,36,2,2,1,3,1,5,2,5,1,4,1,5,2
3,25,2,1,3,4,2,2,3,5,1,4,3,5,1
0,56,1,2,1,1,5,1,5,1,5,1,5,1,5
3,41,1,2,2,5,1,5,1,5,1,5,1,5,1
5,19,2,2,1,3,2,4,2,4,3,2,3,4,4
3,38,1,1,1,4,3,3,4,4,2,3,4,2,3
3,28,2,2,1,4,2,5,1,5,1,5,1,5,2
3,19,1,2,1,1,5,3,5,2,2,1,5,2,5
3,18,1,1,1,1,5,2,5,1,1,1,5,1,5
12,26,1,1,1,3,3,4,3,2,3,3,4,2,3
3,23,2,1,2,1,5,1,5,1,5,1,5,1,5
4,18,1,2,1,1,5,1,5,1,5,1,5,1,5
3,20,2,2,1,3,3,4,4,2,3,2,3,2,4
3,28,2,1,1,1,3,4,5,4,3,2,5,3,3
0,38,1,2,1,4,2,2,2,3,2,4,3,3,3
3,70,1,2,2,3,2,4,3,4,2,3,3,3,3
3,38,1,1,1,2,3,3,3,4,2,3,4,1,4
3,16,1,2,1,3,5,1,5,1,5,1,5,1,5
13,38,1,2,3,3,1,4,2,5,1,4,3,4,2
3,20,1,1,1,3,3,3,2,5,1,4,4,5,2
3,24,1,1,1,3,3,4,3,4,2,4,3,2,2
3,18,1,1,1,5,1,5,1,5,1,5,1,5,4
9,18,1,2,1,2,2,3,4,3,2,2,4,2,5
3,39,2,2,1,4,2,5,2,5,1,5,3,3,2
3,15,1,1,1,3,1,5,1,3,1,3,1,5,3
3,36,1,1,1,3,2,4,3,3,3,4,3,3,3
3,33,1,2,1,3,3,3,3,4,2,3,2,4,3
3,23,2,2,1,5,1,5,2,5,2,5,2,5,2
3,46,1,2,1,3,1,4,3,5,1,4,3,3,1
0,30,1,1,1,1,4,3,4,4,3,5,5,3,5
5,24,2,2,1,5,2,5,1,4,1,5,3,5,1
3,19,1,2,1,2,1,4,4,1,1,4,5,3,5
1,34,2,1,1,3,3,5,3,3,2,3,3,2,5
3,27,1,1,1,3,3,3,4,3,3,3,5,3,3
3,50,1,2,1,3,1,3,1,5,1,3,3,5,3
3,76,1,1,1,1,4,1,5,2,5,2,5,1,5
3,59,1,2,1,2,3,4,2,4,2,4,4,4,2
3,24,2,2,1,3,2,5,2,4,2,3,3,3,2
3,37,1,1,1,2,4,3,5,1,4,2,5,2,4
3,44,1,2,1,1,2,3,2,2,3,2,3,2,2
3,28,1,2,1,3,1,5,2,5,1,4,3,4,3
1,55,1,2,1,3,2,4,2,3,2,2,3,3,4
6,20,1,2,2,1,5,2,4,1,4,1,5,2,5
0,45,1,2,1,3,2,2,4,3,2,2,5,2,4
13,52,1,2,1,3,1,5,1,5,1,5,4,2,1
13,13,1,2,1,2,4,3,5,1,5,2,1,1,4
4,19,2,1,3,3,3,4,3,3,3,2,3,4,4
5,16,1,2,1,2,3,3,4,4,3,2,1,3,3
3,16,1,1,1,3,2,2,4,2,2,2,4,2,4
3,21,1,1,3,1,5,1,5,1,2,1,5,1,5
8,23,1,2,1,4,1,4,2,4,2,4,4,2,4
3,16,1,1,1,1,2,3,3,4,2,1,4,3,5
3,15,1,1,1,2,4,2,5,2,4,2,5,2,5
1,22,1,1,1,4,4,1,2,2,4,5,1,5,5
13,20,1,1,2,5,1,5,1,5,1,5,2,5,2
3,18,1,2,1,2,4,3,3,1,2,1,5,2,5
4,25,2,1,1,5,5,5,4,5,4,5,2,5,5
1,20,2,2,1,1,4,1,5,1,4,1,5,1,5
11,18,2,2,1,1,4,1,4,3,5,1,4,2,4
3,52,1,2,1,2,3,4,4,5,2,3,5,3,4
4,22,2,1,1,1,4,3,4,3,4,1,4,5,4
3,63,1,2,1,2,2,3,2,4,2,3,3,3,2
3,19,1,2,1,3,4,3,3,4,2,3,3,3,2
3,23,1,3,1,3,4,1,4,4,2,1,5,3,5
13,51,2,2,1,1,5,1,5,1,5,1,5,1,5
3,20,1,2,2,5,2,1,3,2,2,1,4,5,5
11,16,2,1,2,4,3,4,5,1,4,5,4,2,5
8,17,2,2,2,3,3,1,5,3,1,1,2,3,5
4,15,1,2,1,3,5,3,4,3,3,5,5,5,5
13,50,1,2,1,3,4,4,3,4,2,4,4,2,2
3,65,1,2,1,1,1,5,2,5,1,4,2,5,2
11,28,2,2,1,4,1,5,1,5,1,4,2,5,4
1,54,2,1,1,2,4,5,2,5,1,2,2,4,3
5,29,2,2,1,1,5,1,5,1,1,1,1,1,5
3,55,1,2,1,3,1,5,3,5,1,4,2,4,2
5,28,2,1,1,4,1,3,3,4,1,4,2,4,4
3,17,1,1,2,1,3,2,5,1,4,1,1,4,4
11,24,2,2,1,4,4,4,3,5,2,4,2,4,3
3,18,1,1,1,2,3,3,3,4,2,3,4,3,3
8,19,1,2,1,1,4,3,4,4,2,2,4,3,5
1,20,1,2,1,1,1,1,3,3,1,1,3,2,5
13,23,2,2,1,4,5,5,2,5,2,2,1,3,2
3,17,1,2,3,4,2,5,2,5,2,3,2,5,4
13,21,2,2,1,1,2,1,1,4,2,1,1,5,5
13,22,2,2,2,5,1,5,3,5,1,5,1,5,3
11,1994,2,1,1,1,3,1,5,2,4,1,5,1,1
9,20,2,2,1,2,5,4,4,3,5,1,2,5,5
4,22,2,2,1,3,4,4,3,3,2,5,3,1,1
13,15,1,1,1,1,3,4,3,3,3,2,4,3,5
3,18,1,2,1,1,5,1,5,1,5,1,5,1,5
4,21,2,1,1,3,1,5,3,5,1,5,2,5,3
3,17,2,2,1,1,4,2,3,1,3,1,3,4,5
10,18,2,2,2,3,4,2,3,3,3,2,5,2,5
11,14,2,2,1,2,1,3,5,2,3,1,3,2,5
13,17,2,2,1,3,3,3,3,3,3,1,4,3,4
3,16,1,2,1,2,2,3,2,4,2,2,2,5,4
4,21,2,2,1,2,5,3,3,3,2,2,4,5,5
3,22,1,2,1,4,1,5,1,5,1,4,1,1,1
3,24,1,2,1,1,4,3,4,3,3,2,2,3,4
11,21,1,2,1,2,5,3,4,2,5,2,5,2,5
4,14,2,2,1,1,5,1,5,1,5,1,5,5,5
11,27,2,1,1,3,4,4,3,3,4,3,4,3,4
4,19,2,2,1,4,1,4,5,5,2,2,4,5,4
3,21,2,2,1,3,3,4,3,5,2,4,3,2,3
3,19,2,2,1,3,4,3,4,2,1,1,3,4,5
3,17,2,2,1,2,4,2,4,4,2,4,2,2,2
1,51,1,2,1,1,3,1,5,3,3,1,5,1,5
13,21,2,1,1,4,1,5,4,4,2,4,1,2,2
3,17,1,2,1,1,3,2,4,3,4,3,5,2,4
3,34,1,1,1,4,4,4,1,4,2,4,2,4,3
9,17,2,2,1,1,2,2,4,4,2,1,2,2,1
4,36,2,1,1,1,5,1,4,1,2,1,5,1,4
3,25,1,2,1,3,3,3,4,2,3,3,4,2,4
3,18,2,2,1,4,1,3,1,5,1,5,2,2,3
9,21,2,2,1,4,3,5,3,4,2,5,2,4,3
13,38,1,2,1,2,4,3,4,2,3,2,5,2,4
3,58,1,2,1,4,2,4,2,4,2,4,2,4,2
3,17,1,1,1,3,3,3,4,2,3,2,4,3,5
3,40,2,1,1,2,3,4,2,4,4,2,5,4,5
3,21,1,2,1,2,3,3,4,3,2,3,5,1,4
3,26,2,2,1,2,2,4,3,5,2,4,3,4,3
13,22,2,2,2,4,1,4,4,4,3,3,2,2,3
3,30,2,1,1,3,5,3,5,3,3,2,3,4,5
11,18,1,2,1,4,1,5,4,5,1,5,1,5,3
11,63,2,1,1,1,4,4,4,3,3,3,5,1,4
3,17,1,2,1,3,3,4,4,4,2,3,5,1,4
11,18,2,2,1,1,5,1,1,5,5,1,1,5,5
3,17,1,2,1,4,2,4,3,2,3,1,5,3,5
13,18,2,2,1,1,5,5,5,5,5,5,5,5,1
3,17,1,2,1,3,3,4,4,4,2,3,5,1,3
3,17,1,1,1,2,4,3,4,3,4,3,3,2,4
3,68,2,1,1,1,3,3,4,3,2,1,5,3,4
11,35,2,2,1,1,4,4,4,3,4,2,4,3,3
13,62,1,2,1,1,5,1,5,1,5,1,5,1,5
11,17,2,2,1,3,1,4,2,5,2,5,2,5,3
1,36,2,1,1,1,2,2,4,2,3,1,5,1,3
4,17,2,2,1,1,1,5,5,4,2,4,4,4,5
3,27,1,2,1,2,2,2,2,4,2,1,4,2,3
3,36,2,1,2,4,2,4,3,4,2,4,3,3,3
11,18,2,2,1,1,5,4,4,2,4,2,5,4,4
5,32,2,2,1,3,3,4,3,3,3,1,3,3,4
1,20,1,2,1,4,2,4,2,4,2,3,3,4,2
6,40,1,1,1,4,1,4,2,4,2,4,2,4,4
9,22,2,2,1,4,1,5,5,5,1,5,5,4,5
4,14,2,2,2,3,5,4,4,1,4,2,5,1,5
3,17,1,2,1,2,3,3,4,3,5,2,3,3,5
3,52,2,1,1,2,5,3,4,3,2,2,3,3,4
3,16,1,2,1,1,1,4,2,5,1,4,2,5,2
4,33,2,1,1,1,5,2,5,1,3,1,5,1,4
3,30,1,2,1,1,4,2,5,4,4,2,5,1,4
3,29,2,1,1,2,4,2,3,3,4,2,3,3,3
3,27,1,2,1,2,3,2,5,4,1,3,4,2,3
11,20,2,2,1,1,5,3,4,3,1,1,5,1,5
4,23,2,1,1,2,3,4,3,3,2,3,3,3,3
3,17,1,2,1,1,5,3,5,2,5,2,5,2,5
4,25,2,1,1,3,4,3,3,2,4,2,3,4,5
0,32,1,2,1,1,1,3,4,2,2,1,5,2,3
4,37,2,1,1,3,2,2,4,1,4,1,1,4,4
3,31,1,2,1,5,1,5,1,5,1,5,1,3,1
3,33,2,1,1,4,1,5,3,4,2,5,2,5,5
11,20,2,1,1,1,2,3,5,5,1,1,2,3,2
13,25,1,2,1,4,1,5,2,5,2,5,2,4,4
11,19,2,2,1,3,4,5,2,5,3,3,5,3,5
3,44,1,2,1,5,1,5,2,5,1,5,2,4,2
4,36,1,1,1,1,5,1,5,1,5,3,5,5,5
11,27,1,2,1,4,3,3,3,3,2,2,2,4,4
3,59,1,2,1,3,3,5,2,4,2,3,2,4,3
11,25,2,2,1,2,4,5,5,4,4,2,1,1,4
1,14,2,2,3,1,3,3,4,2,3,1,5,2,4
3,19,2,2,1,3,2,4,2,3,3,4,4,5,3
3,48,1,1,1,1,1,2,2,4,1,2,3,4,3
3,49,1,1,1,4,1,5,2,5,1,5,1,4,1
3,22,1,1,2,2,4,5,2,4,2,1,4,1,4
1,21,1,1,1,4,2,5,4,5,3,4,3,4,2
3,22,1,2,1,2,1,1,4,2,2,3,5,1,5
3,27,1,1,2,1,5,2,5,1,5,1,5,1,5
11,16,2,2,1,5,3,5,4,3,5,4,4,5,5
3,40,1,2,1,4,1,5,4,5,1,3,2,3,2
3,25,1,1,1,1,5,1,5,1,5,1,5,1,5
3,16,1,2,1,4,2,4,3,3,2,4,2,4,2
11,28,1,1,1,3,2,5,3,4,2,4,5,3,3
3,28,2,1,1,2,5,3,4,4,4,1,5,5,5
4,29,2,1,1,5,2,1,2,4,5,1,1,5,4
3,23,1,2,1,2,3,3,3,4,3,3,3,3,3
11,39,1,1,1,3,4,3,3,4,3,3,4,4,4
3,20,1,1,1,1,3,2,5,3,2,2,5,1,4
3,17,1,2,1,3,5,3,3,1,3,4,2,4,5
1,18,1,1,1,3,1,3,3,3,1,3,5,4,5
3,27,2,2,1,3,2,5,2,3,2,4,1,4,4
3,13,1,2,1,3,1,5,2,4,1,4,2,5,2
3,49,1,2,1,1,4,2,4,2,3,1,5,1,4
3,50,1,2,1,3,1,5,3,5,2,4,4,3,2
3,16,1,1,1,1,1,3,2,5,1,1,1,2,5
11,25,2,2,1,4,4,3,5,2,4,2,2,4,3
4,19,2,2,1,2,1,5,1,5,1,5,5,5,5
3,50,1,1,1,4,1,5,1,5,1,5,2,5,1
3,19,1,2,1,2,2,3,3,3,2,2,3,3,4
4,26,2,2,1,1,4,3,2,3,4,1,1,5,5
3,16,1,2,3,1,4,2,5,2,4,1,5,1,5
13,57,2,2,1,2,3,3,3,3,3,2,3,4,5
3,42,1,2,1,1,2,2,4,4,3,1,4,2,3
11,19,1,1,1,2,2,3,4,2,2,1,4,4,5
1,16,1,1,1,3,1,4,3,3,2,4,4,5,4
3,20,2,1,1,2,1,5,2,5,1,3,4,3,4
13,38,1,2,1,2,3,4,2,4,1,3,3,5,2
3,44,2,1,1,2,4,4,4,3,2,2,3,3,4
3,63,1,1,1,1,3,3,4,4,2,4,4,2,5
4,19,2,1,1,3,4,5,5,5,4,4,1,5,1
13,23,0,1,3,3,3,3,3,3,3,3,3,3,3
3,34,2,1,1,1,5,2,4,2,5,1,4,2,5
3,31,1,1,1,2,3,5,4,2,1,3,4,2,5
4,23,2,1,1,5,1,5,5,5,1,5,1,5,1
13,13,1,1,1,1,1,3,1,5,1,5,1,5,3
11,21,2,1,1,2,3,5,3,4,2,3,5,2,5
13,39,2,2,1,1,5,3,3,2,1,1,5,1,5
3,55,1,1,1,3,2,3,3,4,2,4,3,4,3
1,18,2,1,1,1,5,1,5,1,4,1,5,1,5
11,24,1,2,1,3,4,2,4,3,4,2,4,2,4
3,44,1,2,1,1,2,4,3,4,2,1,3,4,4
3,40,1,2,1,4,1,4,1,4,2,4,2,5,3
3,27,2,2,1,4,5,5,5,4,5,2,5,2,5
3,42,1,1,1,2,5,2,4,2,3,1,4,1,5
3,15,1,2,1,2,4,1,5,2,2,1,5,2,5
3,37,2,1,1,2,3,3,5,3,5,2,5,2,5
13,53,1,2,1,5,5,4,3,4,1,3,3,3,4
3,16,1,2,1,1,5,3,5,2,4,2,5,2,4
3,26,2,1,1,2,4,4,4,2,2,2,2,5,4
3,20,1,2,1,3,3,3,3,4,3,3,3,3,5
3,23,1,2,2,4,3,3,4,4,2,2,4,5,5
13,19,1,2,1,3,2,3,3,2,3,2,5,1,5
11,22,1,1,1,2,3,3,4,4,3,3,4,4,4
1,20,1,2,1,3,2,3,3,3,3,3,3,2,4
3,46,2,2,1,2,5,1,5,1,5,1,5,1,5
3,21,1,2,1,1,3,4,5,1,2,1,5,1,5
3,39,1,2,1,4,1,5,2,5,2,4,4,4,2
3,21,1,2,1,5,1,2,2,5,2,5,5,1,2
3,23,1,1,1,4,1,5,1,5,1,5,1,5,2
3,14,1,2,1,4,2,2,3,4,2,5,3,5,1
3,50,1,2,1,3,2,5,2,4,2,4,3,3,2
13,16,1,2,1,4,2,4,2,4,3,5,2,5,3
3,17,1,2,2,2,2,2,4,2,2,1,5,1,4
4,24,2,2,1,3,2,3,2,4,1,3,2,4,2
1,42,1,2,1,2,1,2,4,4,2,2,3,2,4
13,36,1,2,1,1,2,4,1,5,2,4,4,1,2
5,19,2,2,1,2,4,2,3,2,3,2,3,4,5
3,21,1,2,1,3,2,3,1,4,2,3,3,4,5
3,42,1,2,1,5,1,5,1,5,1,5,2,5,1
3,20,2,2,1,2,4,3,2,4,1,2,2,4,5
3,17,1,2,1,3,3,2,3,4,2,5,5,2,2
3,22,1,2,1,4,1,3,2,4,1,3,2,4,3
3,26,2,1,1,2,3,4,5,4,1,2,4,2,4
5,19,2,1,1,3,2,3,3,4,4,4,4,3,3
13,50,1,1,1,2,3,1,2,3,1,1,5,3,5
3,36,1,1,1,1,3,2,4,1,5,1,5,1,5
3,42,1,2,1,4,2,4,3,5,1,4,3,5,2
3,14,1,2,1,4,1,4,2,4,1,3,2,5,3
12,32,1,1,1,4,2,4,2,4,1,4,5,5,5
13,36,1,2,1,4,2,3,2,4,2,3,3,2,4
12,20,1,2,1,3,3,2,4,2,3,2,4,3,4
3,39,1,1,1,3,1,4,2,4,1,2,3,4,2
3,57,1,2,1,3,2,3,2,4,1,3,3,3,2
1,29,2,1,1,1,5,1,5,2,4,1,5,1,5
1,14,2,2,1,2,5,4,2,2,3,1,2,2,5
3,25,1,2,1,1,5,1,4,3,4,1,5,1,5
3,17,1,2,1,1,5,2,5,1,5,1,3,4,5
3,16,1,2,1,2,2,3,2,5,2,2,2,5,2
3,21,2,2,1,3,3,2,3,4,2,5,5,5,5
3,57,1,2,1,4,2,4,1,5,1,4,2,4,2
3,39,1,2,1,3,3,3,4,4,4,4,5,2,4
3,23,1,2,1,1,2,2,4,4,2,1,4,3,5
3,58,1,2,1,4,1,4,2,5,1,4,3,4,4
3,54,1,2,1,4,1,5,2,5,1,4,4,4,2
3,19,1,1,1,3,5,1,5,1,4,1,5,2,5
11,21,2,1,1,1,4,3,4,3,4,3,2,2,3
3,56,1,1,1,1,5,3,5,3,5,2,5,1,5
3,16,1,2,1,3,4,3,5,3,2,3,4,3,4
11,14,2,2,1,3,1,4,3,3,1,4,1,5,4
3,52,1,1,1,1,3,5,5,3,3,1,3,3,5
3,25,1,2,1,5,1,5,1,5,1,5,1,5,2
3,22,2,2,1,1,4,3,3,5,2,5,2,4,4
3,32,1,2,1,4,1,4,2,5,1,5,3,5,2
3,20,2,2,1,1,4,2,4,2,5,2,5,1,5
3,48,1,2,1,3,1,5,3,5,1,4,4,3,3
3,25,1,1,1,3,2,4,2,4,2,4,4,3,2
13,20,1,2,1,3,1,4,3,4,1,4,4,5,4
1,33,2,1,1,3,3,5,3,3,3,3,5,5,2
11,19,2,2,1,4,4,5,2,3,2,3,3,3,3
13,36,1,2,1,3,2,4,3,5,1,4,4,3,2
3,36,1,2,3,2,2,4,3,4,2,3,3,3,3
1,13,1,1,1,1,4,3,5,3,4,2,4,1,5
3,35,1,2,1,2,4,4,4,4,2,2,3,5,4
3,16,1,2,1,1,5,2,5,1,5,1,5,1,5
12,24,2,1,1,1,4,1,5,3,2,1,4,2,5
3,57,1,2,3,3,3,3,3,4,1,4,3,4,2
13,51,1,1,1,3,3,5,2,5,2,5,3,4,1
3,24,1,2,3,5,3,4,2,5,2,4,2,5,3
13,35,2,1,1,4,1,4,2,5,1,5,1,5,1
3,19,1,2,3,1,2,4,4,3,2,4,4,3,4
13,27,1,1,1,1,1,5,5,5,1,1,1,5,5
11,14,1,1,1,1,3,1,5,3,5,1,5,2,5
3,24,1,2,1,1,3,4,4,2,4,2,3,3,5
11,14,1,2,1,2,3,3,3,4,3,2,3,4,4
13,38,1,2,1,3,3,3,3,4,2,3,3,3,3
3,22,1,1,1,3,3,3,4,3,1,1,4,5,5
5,17,1,2,3,1,3,2,5,4,4,1,5,1,5
5,26,2,1,1,4,2,4,3,2,2,4,2,2,3
13,17,1,2,1,1,5,1,5,1,4,1,4,1,5
13,24,2,2,1,3,5,4,4,2,4,2,3,1,5
3,49,1,2,3,3,1,4,5,5,1,3,3,2,2
13,30,1,2,1,2,4,4,3,2,3,3,4,1,5
3,15,1,2,3,1,2,2,3,3,2,2,4,3,4
13,23,1,2,1,4,3,4,3,3,3,2,4,2,3
11,23,1,1,1,2,2,3,4,4,3,2,4,3,5
3,29,1,2,1,4,1,3,2,2,1,2,4,3,5
11,22,1,2,1,1,1,5,3,5,1,3,3,4,3
3,18,1,2,2,1,4,2,4,2,4,1,2,2,5
1,29,2,2,1,5,5,3,5,3,1,1,3,5,5
3,21,1,2,1,1,2,4,2,4,2,2,3,4,2
3,28,2,2,1,4,2,4,2,5,2,3,4,4,4
3,56,1,2,1,1,3,1,5,4,2,4,5,1,2
11,17,2,2,1,4,1,5,2,5,2,4,3,3,2
1,17,1,1,1,5,3,5,5,5,3,5,3,5,5
4,36,2,1,1,4,3,4,3,4,2,4,3,4,4
3,18,1,2,1,3,3,4,4,1,1,3,4,5,5
3,19,1,1,1,1,4,2,4,2,2,1,4,5,5
13,21,2,2,1,3,4,3,3,3,3,3,3,2,3
11,20,1,2,1,1,5,3,5,3,5,1,5,3,5
4,23,2,2,1,1,4,1,2,5,4,5,1,5,5
13,23,2,1,1,3,4,3,4,2,3,2,4,4,4
3,21,1,1,1,5,2,4,2,5,2,5,3,4,3
11,43,2,2,1,2,2,3,3,4,2,2,3,3,3
11,22,1,2,1,4,1,5,3,5,1,4,1,1,4
11,23,1,1,1,1,3,4,4,4,5,3,4,4,5
11,20,2,2,1,3,1,2,2,5,5,2,2,5,5
11,26,2,2,1,4,1,4,4,4,2,4,2,4,4
3,29,1,2,1,2,3,4,3,4,2,2,3,4,4
4,27,2,2,1,3,3,3,4,1,3,3,2,1,5
3,41,2,1,1,4,1,5,1,5,1,5,2,5,1
11,21,2,2,1,4,5,3,5,1,5,1,3,5,5
3,16,1,2,1,2,3,3,3,3,3,2,4,2,5
1,19,1,1,1,3,4,3,3,5,5,5,2,4,1
11,18,1,2,1,1,2,3,4,4,2,1,3,1,5
11,34,2,1,1,3,1,5,1,5,1,5,1,5,5
13,50,2,2,1,1,5,5,1,5,1,5,1,5,1
5,18,2,1,1,1,4,4,3,4,5,5,1,5,4
3,30,1,2,1,2,3,1,4,1,5,1,5,1,5
3,21,2,1,1,1,1,3,2,2,1,2,4,2,4
4,19,2,2,1,2,4,3,3,2,1,1,5,5,5
11,14,1,2,2,3,3,3,3,4,3,3,3,4,5
4,32,2,1,1,3,3,3,3,3,3,3,3,3,2
3,32,1,1,1,2,3,2,3,3,2,1,2,4,5
11,24,2,2,2,2,2,4,3,3,2,3,2,3,5
4,21,2,2,1,3,1,5,1,5,2,4,2,5,2
3,27,1,2,1,4,1,4,1,5,1,5,2,5,2
13,22,1,1,1,4,3,3,2,3,3,2,4,4,4
11,16,2,1,2,1,3,4,3,3,2,4,3,5,4
3,19,2,2,1,1,5,1,5,1,4,1,5,1,5
13,17,1,1,1,3,4,3,4,4,5,5,5,2,5
11,16,2,2,2,1,5,2,4,2,5,1,5,1,5
3,55,1,2,1,4,1,5,1,5,1,5,2,5,1
3,61,1,1,1,4,2,5,1,5,1,4,4,4,3
3,44,1,1,1,1,5,1,4,1,5,1,5,2,5
4,15,2,2,1,1,5,1,5,1,5,1,5,1,5
3,57,1,2,1,2,3,4,2,4,2,4,1,2,2
